,polarity,summary,reviewText,year,uuid,asin,reviewerID
495,positive,The perfect toddler bedding set,"I searched for weeks for a decent bedding set for my 2.5 year old. She wanted to pick out a new set of bedding for her ""big toddler bed.""We went to all of the major retailers, and I was shocked at the terrible quality of the bedding--the sheets with characters (Lightning McQueen, Thomas the Tank Engine, Dora) were consistently made of sheets that were see-through and felt like plastic or sandpaper.These sheets are wonderful! I am so pleased! They are soft, smooth, and I love that the flat sheet and comforter have one fitted end, which keeps the bedding on my daughter while she sleeps. The comforter is light but is quite warm, even for my daughter, whose bed is near a window. I'll probably toss a throw on her when it gets colder, but for a primary comforter it's perfect.",2008,1212796800B000GXCBP8A36EUBJ23CPIKQ,B000GXCBP8,A36EUBJ23CPIKQ
496,positive,My 4 year old andd 1 year old like this toy,"This is one of the few balls that's safe to throw in the house and a younger toddler and his older sister can have fun sharing.  My daughter sits on it sometimes (she's almost 4), and it's not flat after 3 years.  My 13 month old son loved the tags when he was younger, now he loves playing ""catch""... well, he can throw the ball, we're still working on the catching.I don't have to worry about my 4 year old hurting him with this.  I am a pretty frugal person, but this was worth the splurge 3 years ago. It has held up well and washes up well.I gave it a 4 star rating for educational because at this age motor skills are a significant aspect of their learning.  It's a basic toy, but a good one.",2009,1255046400B000ELQVCQA1RXASB0XM536I,B000ELQVCQ,A1RXASB0XM536I
497,positive,"Great item, couldn't live without it!","Love it, love it, love it!  I love that you can use regular plastic bags and don't need to buy refills for it.  Once in a great while it will stink a bit but only when I used too big of a bag and have a LOT of diapers in there.  Wipes up nice and clean with antibacterial wipes.  My daughter is starting potty training and I'm still using it.  Great buy!",2006,1139529600B00003TL7PA3J2Y2YF2GJYCR,B00003TL7P,A3J2Y2YF2GJYCR
498,negative,Leaky,"My daughter loves this cup for one distinct reason: She can fling water around on every surface in the house and then slurp it up! I love that it's BPA free and it's easy to drink from, but it just leaks too much. Another cool feature is that you can have the handles on, or not.",2008,1225324800B000MRK5OCA1CBS8X24BKRHL,B000MRK5OC,A1CBS8X24BKRHL
499,positive,Great alternative to a pack n play,"I bought this because my daughter has hated the pack n play from day one. She is now 13 months old and it was a major battle at each travel destination. When we decided to leave her with grandma for a few nights we knew we needed a crib.  This one is great because it is very sturdy.  The folding locks take a bit of getting used to, but they work well.  The mattress is thin and we purchased a mattress for it for about $20.  I bought portable crib sheets at Babies R Us and they work great.  My daughter sleeps in this like her regular crib and I think we will get a lot of use from it! It does fold nice and flat, but it is still large for the average car. We can put it in our Suburban.  It would be nice if they made one that has sides that fold in half for storage, but no one does! I love this crib.",2003,1056758400B000056HNDAXO42F5Z51IWR,B000056HND,AXO42F5Z51IWR
500,positive,Good bottle,"My wife chose Avent on recommendation from a friend and we glad we did.  These bottles worked perfectly for us.  They also fit right into Avent bottle warmer, which we also have.",2009,1246492800B000056HNXA3G5MOHY1U635N,B000056HNX,A3G5MOHY1U635N
501,positive,Should have bought this months ago,"We bought this swing for our son when he was 2 months old.  He has loved it ever since.  It puts him to sleep when mommy has something to get done, he will look at himself in the mirror, he loves the music, and he watches his Baby Einstein videos while in it.  It has served so many purposes.  You will love it.  Don't wait to get it though, you'll be sorry.  It also easy to fold up and move from room to room and up and down steps.",2006,1139443200B0001IU5HYA2VX8J2HVPUIOE,B0001IU5HY,A2VX8J2HVPUIOE
502,positive,Great Tub,"I was looking for a tub with an infant sling.  I chose this tub because the sling holds infants up to 16 pounds.  My baby was born 8 pounds and at 11 weeks is already 15 pounds.  The sling feature has really come in handy (especially for newborns) in giving my infant a bath.  It suspends him and lets soapy water pass through as i rinse him off making for a safer, faster, cleaner rinse.  I have now transitioned him to the tub with out the sling and the erogonomic design and non slip back pad, really keep him in place comfortably.  Of all the tubs i researched, this was also one of the biggest which will transition well when he can sit up.  This tub has really made bathing a lot easier and enjoyable for both my baby and I.",2009,1258848000B001UD0US8AME20P6I2E9XC,B001UD0US8,AME20P6I2E9XC
503,positive,baby swing,"Love, love, love this swing as does my infant child.  Keeps him so content.  Really like that it swings sideways as well as back and forth.",2008,1203897600B0001IU5HYA369RAQMB72BA0,B0001IU5HY,A369RAQMB72BA0
504,positive,A Mommy Must Have!,"Wouldn't it be nice if the fears of solid feeding could be alleviated?  How much would you pay to have some safeguard against your little one choking as they learn to eat new foods?  Wouldn't it be nice if there were something better than those refrigeratable rings to sooth sore, teething gums?  Now there is!After having a small choking incident, which I was able to react quickly to, I bought this to relieve some of my fears.  I had heard good things about this product but this is something you HAVE to experience for yourself.I found it so nice to be able to offer my daughter bananas, grapes, potatoes, and so much more without having to worry about her taking in to big of a piece and choking.  With the baby safe feeder, your child knaws or sucks on the mesh and the food is dispensed in small quantities that are safe to be swalled by little mouths.I loved this item even more when teething time came around.  I could drop one or two ice cubes in the bag and my daughter would be on cloud nine.  She never cared for those teething rings or other teething toys, this was it for us.  She would hold onto the handle and suck cube uppon cube of ice until her pains were relieved.I think every parent should own one of these, it is inexpensive and well worth the money.",2003,1070928000B000056JCYAHGG8UV27DSUT,B000056JCY,AHGG8UV27DSUT
505,positive,THE ONLY Swaddle blanket that works for us!,"We have tried the Swaddle Me, the Swaddle Blanket, and the Miracle Blanket.  The ONLY one our daughter (now two - she used it for about 3 months) and now our 2 month old son does not break out of is the Miracle Blanket.ADVANTAGES* Works differently than others - holds arms at side with two ""flaps"" that tuck under the body (uses body weight), and then a longer piece wraps around the baby.  The end result is a very tight but comfortable looking coocoon that works!*  NO VELCRO - The velcro on the Swaddle Me kept waking our daughter up!*  Keeps them warm with nothing else required.DISADVANTAGES*  The part that swaddles the bottom half of the body sometimes come loose - you have to make sure that you wrap the blanket around the lower half o the body REALLY well!*  Nothing else we can think of",2007,1185494400B000G0J5FUAI8QTTC152O19,B000G0J5FU,AI8QTTC152O19
506,positive,"Great item, was on a friends registry and bought as a gift","Friend loved this item! We bought it off their registry as a gift, they love it.",2008,1214524800B00008CQLVA2KH3EOZO3DRCO,B00008CQLV,A2KH3EOZO3DRCO
507,positive,excellent for the price,"I love that special pricey bags or refills are not needed with this diaper pail.  It does a pretty decent job of keeping out the smell, but with how stinky my son's poos are, I still tie poopy diapers in a plastic shopping bag before putting it in the pail (also keeps from getting yucky stuff of my hands when I push it into the pail).  I do wish that this was hands-free like my other pail, but it works much better on smell.  If you want to completely eliminate diaper odors you'll have to take each diaper out of the house immediately.",2008,1210032000B0009A4FBQAR19RAV5NYX6Z,B0009A4FBQ,AR19RAV5NYX6Z
508,positive,EXCELLENT With the SAFER BATHER,"This is an EXCELLENT bath tub for my 3 week old. We put in the Safer Bather and fill the tub with our detachable shower head and bath time is soooo simple....Just remember to cork the plug at the bottom of the tub...SO for you mom's looking for a tub for your infant this is the one, just don't forget to buy the safer bather to go along with it..this will keep you from having to hold the baby while bathing her, just lean her back into the cushion and wash with BOTH HANDS!!!!Note: I didn't buy this tub to fit into my kitchen sink...Use it as a mini bath tub that can fit on a diningroom table, in your regular sized tub or on the floor...since I only have a stand up shower I put it on the floor of the shower and use my detachable shower head...It works GREAT!!!!",2005,1131494400B000067EH7A1I7BJSEVHW2DU,B000067EH7,A1I7BJSEVHW2DU
509,negative,Horrible.,"I am a first time mother. One thing that I have learned is never to pick something beacause you like the pattern. I love the Windsor pattern, so I figured I would register for all of the items in Windsor print. I recevied them all. The item I like the least is the swing. It wasn't exactly easy to put together. The mobile was the hardest part. Once you think you get it on, it just keeps falling off. I got so aggravated, I just gave up and kept the mobile off. When my six month old son falls asleep his head always ends up falling to the side or in his lap, no matter how far it is reclined and even with the head insert in. It sure isn't a quiet swing, it makes a clicking noise everytime it goes back and forth. It goes through batteries like crazy. My son has learned to unhook the tray and when he does he just about falls out. I'm not happy with it at all. The only reason I gave it two stars is because the pattern is very nice. I went and bought the linkadoos take along swing, which I love and am completely satisfied with. Never register for an item or buy an item just because you like the pattern and want a matching set, you may end up with something you hate :)",2005,1130025600B0002FQVJCA2KGWNYIE7KLLA,B0002FQVJC,A2KGWNYIE7KLLA
510,positive,Great Fun!,My daughter is almost 5 months and has been playing in this gym for a few months now. She loves it! The mirror mesmerizes her and she loves pulling at the toys.My only complaint - the music has to be restarted too often!,2004,1098489600B0000936LRA3RNNYB2OG1WMF,B0000936LR,A3RNNYB2OG1WMF
511,negative,BORING,"This bouncer is ok. When my baby was younger and I couldn't get him to go to sleep I would put him in this bouncer with the vibration on & it would put him right to sleep. Now that he is 4 months old he wont sleep in it and wont stay in it very long.  It is boring.  There are no lights or upbeat songs. There is nothing going on with it, nothing happening, nothing exciting.  I wish that there were more lights, along the sides, top, etc. and more activites.",2006,1136073600B000324Y7UA36PZ6EUGTJN2O,B000324Y7U,A36PZ6EUGTJN2O
512,positive,This blanket works great when used with Kiddopotamus & Co 100% Cotton Knit SwaddleMe Blanket,"My baby always got out of his swaddle blankets and I tried them all, including this one which he also can get out of.  BUT I found a solution that works.  If I use this blanket with the Koddpotamus & Co 100% Cotton Knit SwaddleMe Blanket he stays swaddled all night!  Amazing.  So for those of you who are desperate to have you babies stayed swaddled and nothing is working, try this and the other swaddle blanket I mentioned together.  Put this one on first and then the other one on over top.  I leave the legs out because it's the arms that cause the waking.  Ths reason I give this blanket 4 stars is because it doesn't work without the other swaddle blanket on top.",2008,1220832000B000G0J5FUA3DPG6BP8DDO1V,B000G0J5FU,A3DPG6BP8DDO1V
513,positive,The best on the market,"This swing has been fabulous!Since our baby was born, we have puthim in it to soothe him and it has beengreat watching him swing and grow into it.It's brought lots of smiles and glee for babyand a breather for the parents.Our baby is 12 months old now and can stillswing in it. These days, I put him in it in the morningto watch a Baby Einstein DVD and he loves it!He's loved to watch the lights come on and off andhas loved the fish mobile. We have enjoyed having the differentspeed settings and have never had trouble with strange motor sounds coming from the mobile. For us, it's been great!",2006,1145491200B0006FHFYSA1Q1YBPP2XRXEI,B0006FHFYS,A1Q1YBPP2XRXEI
514,negative,Don't buy them,I have tried five different types of bottles and these are horrible. Don't waste your money.  Dr. Brown's is the way to go!,2003,1072828800B000056HNXA5YS1WQ7AH7GW,B000056HNX,A5YS1WQ7AH7GW
515,positive,"Necessary for use, but a bit fragile","I dropped one of my caps on the ground and snapped the part off that the tube goes over.  Due to that I decided to order several extras and was glad to see that they cost less than $1 each.  These are the exact caps that came with my pump, so I have no complaints other than I wish Ameda made them a bit sturdier.",2009,1255564800B000GE9ZFQAU7TML120DSKT,B000GE9ZFQ,AU7TML120DSKT
516,positive,Works great...,"Alright, so these really do a great job of keeping out the sun, but boy are they ugly. I had a hard time putting them up straight and keeping out the bubbles. Make sure your windows are not cold when you apply them, otherwise they won't stick.I like them because, like I said, they kept the sun out of my son's eyes, but they are an eyesore. At least from the inside of the car. Maybe that's my fault, I don't know.I wish they could make these like real static cling that you can dip into water then squeegee them onto the window.Also, be careful when you look behind you, when you change lanes. These darken the windows a lot and it is sometimes difficult to see through.",2008,1207699200B00081L2Q2A1E29194QNFHFG,B00081L2Q2,A1E29194QNFHFG
517,positive,Great for the Nursery,"We have a the NoJo Jungle Babies 6-piece crib set as well as the wall stickers and these hangings.  The hangings are great for the nursery with interesting characters, great colors, and a mixture of fabrics for depth and texture.  They are made from the same materials as the comforter so match perfectly.  They can be thrown in the washing machine when they get too dusty and hold up well.",2009,1257897600B00005CBBFAS8V12QAP5YYL,B00005CBBF,AS8V12QAP5YYL
518,negative,Not Even Worth The Sale Price,"These pads are terrible. I used the Avent disposables which are the absolute best,  so I thought their washables would be good as well. Well that was a big mistake. They curve outward instead of following the natural curve of the breast, making them visible under any type of shirt or sweater. I figured I could use them when I was home. Then I got tired of changing clothes from all the leaks I experienced. These pads don't absorb much at all. What I was saving on disposables, I was wasting on detergent and time.",2003,1044921600B000063XV4A307YFSORUAXSQ,B000063XV4,A307YFSORUAXSQ
519,positive,Love it!,This is a great swing and my daughter loves it.  She likes to look at the moving birds and leaves at the top.  I love that you can change swinging directions.  Worth every penny!,2006,1145318400B0001IU5HYA2TI3FHD95F7LA,B0001IU5HY,A2TI3FHD95F7LA
520,positive,Basic and good value,"This mattress pad fits my Graco pack n play perfectly.  I especially like how it makes the pack n play seem a little more comfortable without compromising safety.  It has 2 layers, the cotton quilted layer and a separate VINYL waterproof layer.  I would have preferred a polyurethane waterproofing, but this mattress pad does a good job and appears to be of good quality so far.",2009,1234224000B000BPMJR6A26LN298TLQ7QC,B000BPMJR6,A26LN298TLQ7QC
521,positive,Very helpful,"I purchased this item before a family vacation and it is a very helpful tool.  You simply press the timer for a diaper change, feeding, and for sleep.  There's also a fourth timer of your choice.  It has a clock, a light, a backlight to see the numbers in the dark, and even a little reminder at the bottom for which side you last breastfed from.  While we still like to write down times to keep track, I really like having the Itzbeen.  It's nice to look at it and quickly see how long they have been sleeping, etc.  The only thing is that sometimes it's just easier to note the time if you don't have the Itzbeen with you.  You can't input a time, they are just timers.  In any case, it certainly doesn't hurt to have an extra tool around.  I think it would have really been helpful those first few weeks!",2007,1184803200B000MEB3GEA2VFN3QE5DD3DT,B000MEB3GE,A2VFN3QE5DD3DT
