reviewText,sentiment,under_review,uuid
Just pushing her booster up to the table wasn't good enough.,1,0,1220832000B000V3YFJIA36BTPMVB6B84K
The kaboost did the job.,0,1,1220832000B000V3YFJIA36BTPMVB6B84K
It's very sturdy and easy to put on the chairs.,0,1,1220832000B000V3YFJIA36BTPMVB6B84K
plus you can take it to restaurants without it being a pain.,0,1,1220832000B000V3YFJIA36BTPMVB6B84K
I highly recommend it to everyone with a toddler.,0,1,1220832000B000V3YFJIA36BTPMVB6B84K
I got this with the extension.,2,1,1243209600B00020L78MA20H94SV8OUQRN
It's been great for my twins.,0,1,1243209600B00020L78MA20H94SV8OUQRN
There is lots of room for them to play with each other.,0,1,1243209600B00020L78MA20H94SV8OUQRN
It also offers me a safe place to put them if I need to do something quick like pour a bottle.,0,1,1243209600B00020L78MA20H94SV8OUQRN
It did take some maneuvering to set up because it is large and awkward when you unfold it.,1,1,1243209600B00020L78MA20H94SV8OUQRN
"It also sounds like you're breaking it because it has ""teeth"" on each hinge that pop into place in small increments (each increment makes a clicking sound).",1,1,1243209600B00020L78MA20H94SV8OUQRN
"We don't bother to open or close the gate to get in and out, we just step over it.",1,1,1243209600B00020L78MA20H94SV8OUQRN
"It is sturdy enough that my daughter, who weighs 22lbs now, can pull herself up on it.",0,1,1243209600B00020L78MA20H94SV8OUQRN
I think Gerber has the best skin care line.,0,1,1135728000B000095S69A1SHLMPWR0FOVT
My son had excema when he was an infant and the Gerber is the most moisturizing for his skin.,0,1,1135728000B000095S69A1SHLMPWR0FOVT
This is a great gift set which includes all their great scents.,0,1,1135728000B000095S69A1SHLMPWR0FOVT
I would highly recommend this over Baby Magic and Playtex anyday.,0,1,1135728000B000095S69A1SHLMPWR0FOVT
"I love the boppy, when my back hurts it's the perfect way to nurse, baby loves to play on boppy!",0,1,1140998400B000069RAOA15U5ZSFC0Q0EJ
I tried a couple of these types of pillows first.,2,0,1217462400B0000635WIA3HLAMP842AMWI
The boppy body pillow (UGH! ),2,0,1217462400B0000635WIA3HLAMP842AMWI
and a regular body pillow.,2,0,1217462400B0000635WIA3HLAMP842AMWI
"My Snoogle is sooooooo comfy, I didn't want to get up!",0,1,1217462400B0000635WIA3HLAMP842AMWI
I felt sooo relaxed.,0,1,1217462400B0000635WIA3HLAMP842AMWI
All my joints were loosened up and my hip and shoulder pain is gone!,0,1,1217462400B0000635WIA3HLAMP842AMWI
"I'm 5'7"" and about 5 months preggo.",2,0,1217462400B0000635WIA3HLAMP842AMWI
I'm an average size and this fits me perfectly.,0,1,1217462400B0000635WIA3HLAMP842AMWI
The only thing I would change is the cover.,1,1,1217462400B0000635WIA3HLAMP842AMWI
It's a poly/cotton blend and it's rough and itchy.,1,1,1217462400B0000635WIA3HLAMP842AMWI
I have a friend who sews and is going to make me a new cover out of better fabric.,2,0,1217462400B0000635WIA3HLAMP842AMWI
"Other than that, this is the best pregnancy product I've come across (and this is my 4th baby!)",0,1,1217462400B0000635WIA3HLAMP842AMWI
"As I have stated with the trainer set, they are okay if your child takes to them, just don't buy more than one set if you are not sure your child will take it.",2,0,1233878400B00005BQ4OA25OXZ8LCU88JG
I would recommend buying one set from Target ( or some grocery stores cary Avent) and trying first.,2,0,1233878400B00005BQ4OA25OXZ8LCU88JG
"If it works, then buy more sets online.",2,0,1233878400B00005BQ4OA25OXZ8LCU88JG
You will know within days if your child will take to it.,2,0,1233878400B00005BQ4OA25OXZ8LCU88JG
"Our 2 1/2 month old son likes to sit in this seat and stare at the toys, but he doesn't care for the vibration like he does in his other bouncer.",1,1,1144022400B0002ZOI9WAM4KMUINGPQ7S
"This seat is easy to clean, fairly easy to move from room to room, and versatile.",0,1,1144022400B0002ZOI9WAM4KMUINGPQ7S
"It's not that attractive, however.",1,1,1144022400B0002ZOI9WAM4KMUINGPQ7S
"I bought this tub, but rarely used it.",1,1,1114473600B000067EH7A3M49OCYNJ0X4
As an infant my son was mostly washed while he was lying on the bed and I used a basin of water.,2,0,1114473600B000067EH7A3M49OCYNJ0X4
"By the time he was really ready to be in a tub, we placed him on the teddy bear sponge you place in the bottom of a regular tub, which he enjoyed much better.",1,1,1114473600B000067EH7A3M49OCYNJ0X4
I got this for my baby shower and I LOVE-Love-Love it.,0,1,1188864000B000056OV0AQRZ9KZPCA8L2
"I put it on my kitchen table after filling under sink, and drain it from the easy-drain spout right into the sink when I am done.",0,1,1188864000B000056OV0AQRZ9KZPCA8L2
My baby Amelia has been in it since week 1 and she is 3 months and still loves it.,0,1,1188864000B000056OV0AQRZ9KZPCA8L2
"She fits perfectly in the newborn side, and I feel safe she won't slip down.",0,1,1188864000B000056OV0AQRZ9KZPCA8L2
I can easily bathe her alone without problems.,0,1,1188864000B000056OV0AQRZ9KZPCA8L2
"Highly recommended, especially since the tub grows with you and your baby.",0,1,1188864000B000056OV0AQRZ9KZPCA8L2
I received this pump as a gift.,2,1,1019520000B000056HMVA2A4T3NHN1P5ZS
I like it because it is electric.,0,1,1019520000B000056HMVA2A4T3NHN1P5ZS
I got the manual attachment free from the hospital and it is very difficult to use even with the spring loading.,0,1,1019520000B000056HMVA2A4T3NHN1P5ZS
For manual use I recommend the Avent Isis.,0,0,1019520000B000056HMVA2A4T3NHN1P5ZS
"However, there are times when I just feel like sitting down and not having to manually pump.",2,0,1019520000B000056HMVA2A4T3NHN1P5ZS
This works great.,0,1,1019520000B000056HMVA2A4T3NHN1P5ZS
It comes with storage containers and a nipple insert for smaller nipples.,2,1,1019520000B000056HMVA2A4T3NHN1P5ZS
Plus it comes with some lanolin just incase you get sore nipples.,2,1,1019520000B000056HMVA2A4T3NHN1P5ZS
It is a pretty good buy.,0,1,1019520000B000056HMVA2A4T3NHN1P5ZS
"It doesn't work any better than a manual, but it is more convenient since you don't have to work as hard.",1,1,1019520000B000056HMVA2A4T3NHN1P5ZS
"I wouldn't have bought it myself, but since it was given to me, I am glad to have it.",0,1,1019520000B000056HMVA2A4T3NHN1P5ZS
:),0,1,1019520000B000056HMVA2A4T3NHN1P5ZS
This is a great bouncy seat.,0,1,1097366400B0000CBGBRA3T5SCS955T7X5
My daughter loves it and it puts her to sleep almost every time.,0,1,1097366400B0000CBGBRA3T5SCS955T7X5
She doesnt seem to really care for the massage part but she loves the music.,0,1,1097366400B0000CBGBRA3T5SCS955T7X5
The great thing is the music is actually calming and not annoying.,0,1,1097366400B0000CBGBRA3T5SCS955T7X5
The only thing I would change was to have it recline a little more.,1,1,1097366400B0000CBGBRA3T5SCS955T7X5
Great product!,0,1,1097366400B0000CBGBRA3T5SCS955T7X5
I actually used this with my Pack N Play and loved the handy organizer features.,0,1,1079222400B000056OUOA1H1JZ79JTKO6C
I moved it to my changing table after discovering I could order one of those Pack N Play Parent Organizers as a replacement part (even from another company's product!),2,1,1079222400B000056OUOA1H1JZ79JTKO6C
which worked much nicer with my play yard.,0,1,1079222400B000056OUOA1H1JZ79JTKO6C
Still - this item was very handy.,0,1,1079222400B000056OUOA1H1JZ79JTKO6C
"Note: it only fits on the ""front"" of a changing table or play yard (the attachment arm/hook is not wide enough to hang from the sides).",2,1,1079222400B000056OUOA1H1JZ79JTKO6C
Update at 1 yr: still using this item.,2,1,1079222400B000056OUOA1H1JZ79JTKO6C
A good buy & fit on the pack-n-play but also on the changing table late on.,0,1,1079222400B000056OUOA1H1JZ79JTKO6C
Diaper Champ vs.,2,0,1248912000B000CCEWBYAYLAZUCGWB6IE
Diaper Genie.,2,0,1248912000B000CCEWBYAYLAZUCGWB6IE
Diaper Champ wins by 1 reason alone - they DO NOT REQUIRE you to buy their bags.,0,1,1248912000B000CCEWBYAYLAZUCGWB6IE
Any trash bag will do.,0,1,1248912000B000CCEWBYAYLAZUCGWB6IE
We bought a box of 500 trash bags for ten dollars; Diaper Gennie will only work with Diaper Genie Bags which are expensive.,2,0,1248912000B000CCEWBYAYLAZUCGWB6IE
"Besides that, I chose this one because as we were doing our registry, a FATHER came up and told us to get it (no smells, easy to use, compact), with his 2 kids and a pregnant wife.",2,0,1248912000B000CCEWBYAYLAZUCGWB6IE
"Baby in 1 hand, dirty diaper in the other, drop diaper in pail, flip bar, diaper is secured in bin.",2,0,1248912000B000CCEWBYAYLAZUCGWB6IE
You only need 1 hand to use it.,0,1,1248912000B000CCEWBYAYLAZUCGWB6IE
"It's secure, it doesn't wobble.",0,1,1248912000B000CCEWBYAYLAZUCGWB6IE
The pail WILL SMELL when you open it to change the bag for a new one.,1,1,1248912000B000CCEWBYAYLAZUCGWB6IE
"Otherwise, it keeps all the nasty smells inside the bin.",2,1,1248912000B000CCEWBYAYLAZUCGWB6IE
We keep ours in the garage (have had it for 9 months) and have had no problems with smells (regardless of the weather 10- to 98 degrees).,0,1,1248912000B000CCEWBYAYLAZUCGWB6IE
I estimate it holds up to 16 soiled diapers (we put the dirty wipes inside the dirty diaper so they are bulky).,2,1,1248912000B000CCEWBYAYLAZUCGWB6IE
I researched and researched forward facing car seats.,2,0,1237161600B001E5CDUKAF7FMQKDMSNXN
I debated buying this car seat for about a month.,2,1,1237161600B001E5CDUKAF7FMQKDMSNXN
I finally decided to buy it and I am glad I did.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
Positives:Easy to install.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
It took us about 15 minutes to install with LATCH.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
(just read the instructions a couple of times and watch the video  on-line if you think you'll have trouble)The seat fits well forward facing in our car.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
(Pacifica)  It actually takes up less room then her infant carrier.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
It is easy to adjust the positions.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
"No loops, no straps to re-thread.",0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
My child appears comfortable and the HUGS system ensures nothing rubs on her.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
The safety rating is the best.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
Negatives:The Click and Safe feature is pointless.,1,1,1237161600B001E5CDUKAF7FMQKDMSNXN
"It doesn't get snug enough, even though it ""clicks.""",0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
It is actually harder to make the harness tight enough.,1,1,1237161600B001E5CDUKAF7FMQKDMSNXN
I wish we would have bought just the Boulevard.,1,1,1237161600B001E5CDUKAF7FMQKDMSNXN
"For the price, not a lot of features like cup holder.",1,1,1237161600B001E5CDUKAF7FMQKDMSNXN
"Not a big deal, but would have been nice.",2,1,1237161600B001E5CDUKAF7FMQKDMSNXN
It does not fit well into my husbands Civic.,1,1,1237161600B001E5CDUKAF7FMQKDMSNXN
We are looking into a  smaller Britax.,1,1,1237161600B001E5CDUKAF7FMQKDMSNXN
"Overall, it is a wonderful seat.",0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
It is easy to clean and I feel comfortable knowing my child is in a super safe top rated car seat.,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
"I don't think I would use rear facing just because it doesn't have a removable base, so you would have to remove infant from seat to take in and out of home, store, ect.",1,1,1237161600B001E5CDUKAF7FMQKDMSNXN
Summary:  Great Forward facing infant seat!,0,1,1237161600B001E5CDUKAF7FMQKDMSNXN
I have a Medela Pump in Style for use at work -- it is faster and I can rig it through my bra to be hands-free.,0,0,1258675200B001G2IAT4A35GD372BH95QO
"I got the Avent Isis as a hand-me-down from my sister-in-law, who did not care for it at all.",2,1,1258675200B001G2IAT4A35GD372BH95QO
"I first tried it when I had a clogged duct, and I found it too painful.",1,1,1258675200B001G2IAT4A35GD372BH95QO
"But, I gave it a few more tries and have really come to appreciate this product.",0,1,1258675200B001G2IAT4A35GD372BH95QO
"Yes, it's kind of a nuisance to deal with all of the parts when cleaning, but it's quick and quiet, and when my daughter has a nap that's so long I get uncomfortable, it's so easy to grab this and squeeze out an ounce or two to make myself comfortable.",0,1,1258675200B001G2IAT4A35GD372BH95QO
"I imagine I will use it on days that I have to be out of the office during my usual pumping time, as I'm not about to lug the pump-in-style to court.",2,1,1258675200B001G2IAT4A35GD372BH95QO
Good product.,0,1,1258675200B001G2IAT4A35GD372BH95QO
My son loves to dance to music now.,0,1,1131926400B00004TFLBA2TIZYHKY3TL6A
He received this for his 1st birthday and it was an instant hit.,0,1,1131926400B00004TFLBA2TIZYHKY3TL6A
He quickly learn how to work it and he still loves to play with it at 20 months old.,0,1,1131926400B00004TFLBA2TIZYHKY3TL6A
I have a hard to entertain baby and this toy is great.,0,1,1095811200B0000936LRAWANCZMWZ16JF
In the beginning the musical star startled him and we left it off.,1,1,1095811200B0000936LRAWANCZMWZ16JF
He loved the mirror the best.,0,1,1095811200B0000936LRAWANCZMWZ16JF
"Now, at 4 months, the star is his all time favorite.",0,1,1095811200B0000936LRAWANCZMWZ16JF
We have added pictures of smiling babies and cute animals to the picture holder and I change the picture everyday.,0,1,1095811200B0000936LRAWANCZMWZ16JF
It helps to rearrange everything often.,2,1,1095811200B0000936LRAWANCZMWZ16JF
He loves the teather ring.,0,1,1095811200B0000936LRAWANCZMWZ16JF
We've also added some chimes (from another gym) that he thinks are great.,0,0,1095811200B0000936LRAWANCZMWZ16JF
"I don't know how long he'll be entertained by this now that he is crawling around some, but so far it's his favorite toy and allows me a good 20 minutes of free time - which for him is amazing!",0,1,1095811200B0000936LRAWANCZMWZ16JF
Whoever invented these SwaddleMe wraps ought to get some kind of prize.,0,1,1228521600B0009QYTIYAY12DBB0U420B
It's one of those products that you keep wondering what you would ever do without it.,0,1,1228521600B0009QYTIYAY12DBB0U420B
We have three SwaddleMe wraps for our new baby (now two months old and growing fast).,2,1,1228521600B0009QYTIYAY12DBB0U420B
Two are jersey and are now getting  little small for him.,2,1,1228521600B0009QYTIYAY12DBB0U420B
"It's now getting a little cooler (late Fall), so we got a larger microfleece model.",2,0,1228521600B0009QYTIYAY12DBB0U420B
Junior seems to appreciate the extra warmth and room  I'd say the wrap is more effective and harder for him to get out of.,2,0,1228521600B0009QYTIYAY12DBB0U420B
A good wrap often quiets our baby down.,0,0,1228521600B0009QYTIYAY12DBB0U420B
"He doesn't like getting wrapped and often cries loudly, but once he's wrapped he quiets down and even smiles.",0,1,1228521600B0009QYTIYAY12DBB0U420B
It's like magic.,0,0,1228521600B0009QYTIYAY12DBB0U420B
"Somehow, when he can't flail his arms and legs around, he stops crying.",0,0,1228521600B0009QYTIYAY12DBB0U420B
"Also, he seems to sleep better and for longer spells.",2,0,1228521600B0009QYTIYAY12DBB0U420B
Last night was the second of two 6-hour nights.,2,0,1228521600B0009QYTIYAY12DBB0U420B
That's worth the price in itself!,0,1,1228521600B0009QYTIYAY12DBB0U420B
Our little boy seems to like this fleece model a little better.,2,1,1228521600B0009QYTIYAY12DBB0U420B
Maybe he likes the extra warmth.,2,0,1228521600B0009QYTIYAY12DBB0U420B
